Title,Genres,Score,Popularity,Year
Hibike! Euphonium 3,"Drama, Music, Slice of Life",87.0,25520,2024
Uzumaki,"Drama, Horror, Mystery, Psychological, Supernatural",56.0,70978,2024
Code Geass: Dakkan no Rozé,"Action, Drama, Mecha, Sci-Fi, Thriller",65.0,26922,2024
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II Part 2","Action, Fantasy",65.0,47539,2024
Overlord: Sei Oukoku-hen,"Action, Adventure, Fantasy",79.0,40506,2024
Kidou Senshi Gundam SEED FREEDOM,"Action, Drama, Mecha, Romance, Sci-Fi",73.0,4800,2024
Grimm Kumikyoku,"Fantasy, Psychological, Sci-Fi, Thriller",66.0,12726,2024
Kono Subarashii Sekai ni Shukufuku wo! 3,"Action, Adventure, Comedy, Ecchi, Fantasy",83.0,123677,2024
BEASTARS FINAL SEASON Part 1,"Drama, Mystery, Psychological, Slice of Life",79.0,26637,2024
Chiyu Mahou no Machigatta Tsukaikata,"Action, Fantasy",75.0,75726,2024
Thunderbolt Fantasy: Touriken Yuuki 4,"Action, Drama, Fantasy",67.0,888,2024
FAIRY TAIL: 100 YEARS QUEST,"Action, Adventure, Comedy, Fantasy",76.0,41785,2024
Tsuki ga Michibiku Isekai Douchuu 2nd Season,"Action, Adventure, Comedy, Fantasy",78.0,77461,2024
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen Season II","Action, Fantasy, Romance",66.0,27988,2024
Seirei Gensouki 2,"Action, Drama, Fantasy, Romance",69.0,48468,2024
Mato Seihei no Slave,"Action, Adventure, Drama, Ecchi, Fantasy, Romance",67.0,68213,2024
Mahouka Koukou no Rettousei 3rd Season,"Action, Sci-Fi, Supernatural",70.0,39773,2024
Jaku-Chara Tomozaki-kun 2nd STAGE,"Comedy, Drama, Romance, Slice of Life",70.0,39895,2024
Kami wa Game ni Ueteiru.,"Comedy, Drama, Ecchi, Fantasy, Romance",60.0,30093,2024
BLOODY ESCAPE: Jigoku no Tousou Geki,"Action, Drama, Supernatural",,1889,2024
Yamato yo Towa ni: REBEL3199,"Action, Sci-Fi",,1564,2024
Ookami to Koushinryou: MERCHANT MEETS THE WISE WOLF,"Adventure, Fantasy, Romance",79.0,71924,2024
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,"Drama, Psychological",79.0,121909,2024
Dead Dead Demon's Dededededestruction Zenshou,"Comedy, Drama, Sci-Fi, Slice of Life",72.0,16165,2024
Tonari no Youkai-san,"Drama, Slice of Life, Supernatural",71.0,7486,2024
Nozomanu Fushi no Boukensha,"Action, Adventure, Fantasy",74.0,49483,2024
SHAMAN KING: FLOWERS,"Action, Adventure, Comedy, Supernatural",65.0,8715,2024
Suki demo Kirai na Amanojaku,"Adventure, Supernatural",68.0,11720,2024
Touken Ranbu Kai: Kyoden Moyuru Honnouji,"Action, Fantasy",53.0,4343,2024
Rick and Morty: The Anime,"Adventure, Comedy, Sci-Fi",43.0,5829,2024
Murai no Koi,"Comedy, Romance",67.0,5414,2024
Garden of Remembrance,Music,70.0,3543,2024
Mononoke: Karakasa,"Fantasy, Horror, Mystery, Psychological, Supernatural",80.0,13316,2024
Date A Live V,"Action, Comedy, Ecchi, Fantasy, Mecha, Romance, Sci-Fi",76.0,32845,2024
Chi. Chikyuu no Undou ni Tsuite,Drama,82.0,43636,2024
Ninja Kamui,"Action, Adventure, Drama, Sci-Fi",66.0,59036,2024
Ore dake Level Up na Ken,"Action, Adventure, Fantasy",82.0,263870,2024
Isekai de Mofumofu Nadenade Suru Tame ni Ganbattemasu.,"Adventure, Fantasy, Slice of Life",66.0,21788,2024
Isekai Shikkaku,"Comedy, Fantasy, Romance, Slice of Life, Supernatural",71.0,59666,2024
HIGHSPEED Étoile,Sports,52.0,6248,2024
Gimai Seikatsu,"Romance, Slice of Life",73.0,53444,2024
Sasaki to Pii-chan,"Comedy, Fantasy",67.0,29567,2024
Kaijuu 8-gou,"Action, Sci-Fi",83.0,166469,2024
Kami no Tou: Tower of God 2nd Season,"Action, Adventure, Drama, Fantasy, Mystery",67.0,90341,2024
Dungeon Meshi,"Adventure, Comedy, Fantasy",85.0,137942,2024
Haikyuu!!: Gomi Suteba no Kessen,"Comedy, Drama, Sports",86.0,60886,2024
Majo to Yajuu,"Action, Adventure, Drama, Fantasy",72.0,48084,2024
Grendizer U,"Action, Adventure, Mecha",58.0,3131,2024
Arifureta Shokugyou de Sekai Saikyou 3rd season,"Action, Adventure, Fantasy, Psychological",71.0,46388,2024
Mecha-ude (TV),"Action, Mecha, Sci-Fi",67.0,17428,2024
ATRI: My Dear Moments,"Drama, Romance, Sci-Fi",70.0,23384,2024
Tsuma wo Dousoukai ni Ikasetara,Hentai,57.0,689,2024
Kingdom 5th Season,Action,84.0,8850,2024
Love Live! Superstar!! 3rd Season,"Music, Slice of Life",78.0,6924,2024
Urusei Yatsura (2022) 2nd Season,"Comedy, Romance, Sci-Fi, Supernatural",78.0,16989,2024
Shuumatsu Train Doko e Iku?,"Adventure, Comedy, Sci-Fi, Supernatural",73.0,28375,2024
Bartender: Kami no Glass,"Drama, Slice of Life",73.0,37794,2024
Yuru Camp△ SEASON 3,"Comedy, Slice of Life",80.0,27979,2024
Dosanko Gal wa Namara Menkoi,"Comedy, Romance, Slice of Life",69.0,54887,2024
"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?","Action, Fantasy, Romance",73.0,47596,2024
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni shimashita 2nd","Action, Adventure, Fantasy, Romance, Slice of Life",68.0,39330,2024
"Tensei Shitara Dai Nana Ouji Dattanode, Kimamani Majutsu wo Kiwamemasu","Action, Adventure, Fantasy",74.0,58614,2024
i☆Ris the Movie: Full Energy!!,"Fantasy, Music",54.0,824,2024
Tensei Shitara Slime Datta Ken 3rd Season,"Action, Adventure, Comedy, Fantasy",77.0,118265,2024
Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,"Adventure, Fantasy",74.0,32824,2024
"Bye Bye, Earth","Action, Adventure, Fantasy",60.0,18416,2024
Acro Trip,"Comedy, Fantasy, Mahou Shoujo",69.0,8715,2024
"Sokushi Cheat ga Saikyou Sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.","Action, Adventure, Comedy, Fantasy",63.0,47069,2024
Kimi no Iro,Music,79.0,16650,2024
Sentai Daishikkaku,"Action, Comedy, Drama, Sci-Fi",72.0,53356,2024
2.5 Jigen no Ririsa,"Comedy, Ecchi, Romance, Slice of Life",71.0,40147,2024
Bakeneko Anzu-chan,"Fantasy, Slice of Life, Supernatural",70.0,2722,2024
Unnamed Memory,"Adventure, Fantasy, Romance",66.0,40568,2024
Yozakura-san Chi no Daisakusen,"Action, Comedy, Romance",73.0,43243,2024
Ao no Exorcist: Shimane Illuminati-hen,"Action, Fantasy, Supernatural",70.0,44744,2024
Saint Seiya: Knights of the Zodiac Battle Sanctuary Part 2,"Adventure, Fantasy",54.0,680,2024
Seiyuu Radio no Uraomote,"Comedy, Drama, Slice of Life",69.0,19166,2024
Kaii to Otome to Kamikakushi,"Ecchi, Horror, Mystery, Romance, Supernatural",66.0,30797,2024
Sasayaku You ni Koi wo Utau,"Drama, Music, Romance",64.0,35049,2024
Kekkon Yubiwa Monogatari,"Adventure, Comedy, Ecchi, Fantasy, Romance",59.0,34476,2024
VTuber nanda ga Haishin Kiri Wasuretara Densetsu ni Natteta,"Comedy, Slice of Life",69.0,23798,2024
Blue Archive The Animation,"Action, Comedy, Fantasy, Slice of Life",67.0,22301,2024
Ishura,"Action, Drama, Fantasy",64.0,32510,2024
Kyuujitsu no Warumono-san,"Comedy, Slice of Life",71.0,29387,2024
Gekai Elise,"Comedy, Fantasy, Romance",71.0,28007,2024
Mahou Shoujo ni Akogarete,"Comedy, Ecchi, Mahou Shoujo, Slice of Life",74.0,52128,2024
"Tsuma, Shougakusei ni Naru.","Comedy, Drama, Romance, Slice of Life",72.0,16673,2024
Kinnikuman: Kanpeki Choujin Shiso-hen,"Action, Comedy, Sports",67.0,2611,2024
Tokidoki Bosotto Russiago de Dereru Tonari no Alya-san,"Comedy, Romance, Slice of Life",76.0,116509,2024
Hikari no Ou 2nd Season,"Action, Adventure, Drama, Fantasy, Mystery",59.0,4297,2024
The iDOLM@STER: Shiny Colors,Music,57.0,4387,2024
Nige Jouzu no Wakagimi,"Action, Adventure, Supernatural",77.0,59289,2024
Metallic Rouge,"Action, Mystery, Sci-Fi",59.0,38268,2024
Given: Hiiragi mix,"Drama, Music, Romance",79.0,12786,2024
Akuyaku Reijou Level 99: Watashi wa Ura Boss desu ga Maou de wa Arimasen,"Comedy, Fantasy, Romance",71.0,50198,2024
Kono Sekai wa Fukanzen Sugiru,"Adventure, Comedy, Fantasy",63.0,16019,2024
Yoru no Kurage wa Oyogenai,"Drama, Music, Slice of Life",77.0,45359,2024
Senpai wa Otokonoko,"Comedy, Drama, Romance",73.0,25959,2024
Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,"Action, Adventure, Drama, Fantasy, Psychological, Romance, Thriller",85.0,101983,2024
Maou 2099,"Action, Comedy, Drama, Fantasy, Sci-Fi",74.0,35623,2024
Boku no Hero Academia 7,"Action, Adventure",81.0,108995,2024
Rinkai!,Sports,50.0,3571,2024
Blue Lock VS. U-20 JAPAN,"Action, Drama, Sports",75.0,86880,2024
Blue Lock: EPISODE Nagi,"Action, Drama, Sports",74.0,35596,2024
HIGH CARD season 2,"Action, Fantasy",70.0,13686,2024
WIND BREAKER,"Action, Comedy, Drama",78.0,112576,2024
"Shinmai Ossan Bouken-sha, Saikyou Party ni Shinu Hodo Kitaerarete Muteki ni Naru.","Action, Adventure, Comedy, Fantasy",73.0,43852,2024
Giji Harem,"Comedy, Romance, Slice of Life",76.0,52782,2024
Amagami-san Chi no Enmusubi,"Comedy, Drama, Ecchi, Romance",67.0,26265,2024
Cardfight!! Vanguard: Divinez,"Action, Adventure, Fantasy",67.0,1386,2024
GIRLS BAND CRY,"Drama, Music, Slice of Life",83.0,39291,2024
Oroka na Tenshi wa Akuma to Odoru,"Comedy, Romance, Supernatural",68.0,38594,2024
Yarinaoshi Reijou wa Ryuutei Heika wo Kouryaku-chuu,"Fantasy, Romance",69.0,22822,2024
Ooi! Tonbo,"Drama, Sports",67.0,4536,2024
"Tensei Kizoku, Kantei Skill de Nariagaru","Adventure, Fantasy",71.0,45895,2024
Bocchi the Rock! Re:,"Comedy, Music, Slice of Life",82.0,19645,2024
BUCCHIGIRI?!,"Action, Supernatural",65.0,31147,2024
Pon no Michi,Slice of Life,61.0,12145,2024
Yuuki Bakuhatsu Bang Bravern,"Action, Comedy, Mecha",76.0,11937,2024
Cardfight!! Vanguard: Divinez Season 2,"Action, Adventure, Fantasy",67.0,911,2024
"Kekkon Suru tte, Hontou desu ka","Romance, Slice of Life",70.0,29903,2024
Shin Tennis no Ouji-sama: U-17 WORLD CUP SEMIFINAL,"Action, Comedy, Sports",59.0,1958,2024
Hananoi-kun to Koi no Yamai,"Drama, Romance",66.0,37693,2024
Snack Basue,Comedy,58.0,3240,2024
Boku no Kokoro no Yabai Yatsu 2nd Season,"Comedy, Romance, Slice of Life",87.0,62725,2024
Kimetsu no Yaiba: Hashira Geiko-hen,"Action, Adventure, Drama, Fantasy, Supernatural",81.0,164044,2024
"Dekisokonai to Yobareta Moto Eiyuu wa, Jikka kara Tsuihou Sareta node Suki Katte ni Ikiru Koto ni Shita","Action, Adventure, Fantasy, Romance",48.0,25141,2024
Love Live! Nijigasaki Gakuen School Idol Doukoukai: Kanketsu-hen 1,"Music, Slice of Life",70.0,3079,2024
Megami no Café Terrace 2nd Season,"Comedy, Drama, Ecchi, Romance",73.0,19419,2024
"Hime-sama, ""Goumon"" no Jikan desu","Comedy, Fantasy, Slice of Life",71.0,22850,2024
[Oshi no Ko] 2nd Season,"Drama, Mystery, Psychological, Supernatural",86.0,115628,2024
MASHLE: Kami Shinkakusha Kouho Senbatsu Shiken-hen,"Action, Comedy, Fantasy",78.0,119723,2024
Natsume Yuujinchou Shichi,"Drama, Fantasy, Slice of Life, Supernatural",84.0,10083,2024
Tasogare Outfocus,"Drama, Romance",73.0,13871,2024
Kidou Senshi Gundam: Fukushuu no Requiem,"Mecha, Sci-Fi",61.0,4025,2024
Isekai Suicide Squad,"Action, Adventure, Fantasy, Sci-Fi",63.0,51278,2024
Kuroshitsuji: Kishuku Gakkou-hen,"Action, Comedy, Fantasy, Mystery, Supernatural",78.0,21698,2024
Yubisaki to Renren,"Romance, Slice of Life",82.0,87712,2024
Henjin no Salad Bowl,"Comedy, Fantasy, Slice of Life",72.0,20237,2024
Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,"Adventure, Drama, Ecchi, Fantasy",84.0,128035,2024
The Fable,"Action, Comedy, Drama, Romance, Thriller",76.0,21784,2024
Doraemon: Nobita no Chikyuu Symphony,"Adventure, Comedy, Music, Sci-Fi",68.0,1017,2024
30-sai made Doutei da to Mahou Tsukai ni Nareru Rashii,"Comedy, Romance, Slice of Life, Supernatural",75.0,21325,2024
Eiyuu Kyoushitsu OVA,"Fantasy, Slice of Life",59.0,3020,2024
Sword Art Online Alternative: Gun Gale Online II,"Action, Sci-Fi",70.0,29522,2024
Koi wa Futago de Warikirenai,Romance,62.0,19950,2024
Momochi-san Chi no Ayakashi Ouji,"Romance, Supernatural",61.0,15122,2024
MONSTERS: Ippaku Sanjou Hiryuu Jigoku,"Action, Comedy, Drama",77.0,19559,2024
Naze Boku no Sekai wo Daremo Oboeteinai no ka?,"Action, Adventure, Fantasy, Sci-Fi",62.0,37751,2024
NieR:Automata Ver1.1a 2nd Season,"Action, Drama, Fantasy, Psychological, Sci-Fi",80.0,25416,2024
Watashi no Shiawase na Katachi,"Drama, Romance, Supernatural",76.0,17746,2024
Boukyaku Battery (TV),"Comedy, Sports",74.0,13212,2024
Oomuro-ke: dear sisters,"Comedy, Slice of Life",77.0,6540,2024
Delico's Nursery,"Fantasy, Mystery, Supernatural",67.0,16038,2024
Boku no Hero Academia THE MOVIE: YOU'RE NEXT,"Action, Adventure, Sci-Fi",76.0,24252,2024
Jii-san Baa-san Wakagaeru,"Comedy, Fantasy, Romance, Slice of Life",71.0,36082,2024
Rekishi ni Nokoru Akujo ni Naruzo,"Comedy, Fantasy, Romance",72.0,31017,2024
Sengoku Youko,"Action, Adventure, Fantasy",69.0,22423,2024
Dungeon no Naka no Hito,"Adventure, Comedy, Fantasy",70.0,13877,2024
"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu Suru","Fantasy, Romance",75.0,52750,2024
"Maou-sama, Retry! R","Action, Adventure, Comedy, Fantasy",56.0,14671,2024
Haigakura,"Action, Adventure, Fantasy",50.0,5224,2024
Madougushi Dahlia wa Utsumukanai,"Comedy, Fantasy, Romance",67.0,21316,2024
Kemonokko Tsuushin: The Animation - Toriko Rupia,Hentai,55.0,703,2024
Kimi ni Todoke 3RD SEASON,"Comedy, Drama, Romance, Slice of Life",85.0,29890,2024
NO Wife NO LIFE!,Hentai,59.0,1136,2024
Zegapain STA,"Action, Mecha, Romance, Sci-Fi",,772,2024
Hamidashi Creative,Romance,51.0,1970,2024
Kateikyoushi x Saimin 2 The Animation,Hentai,56.0,861,2024
Ao no Miburo,Drama,62.0,10418,2024
Harimaware! Koinu,"Comedy, Slice of Life",,274,2024
Trillion Game,"Action, Comedy, Drama, Psychological",66.0,8994,2024
Wonderful Precure! The Movie! Dokidoki♡Game no Sekai de Daibouken!,Mahou Shoujo,,877,2024
Re:Monster,"Action, Adventure, Fantasy",65.0,44371,2024
Gekkan Mousou Kagaku,"Slice of Life, Supernatural",47.0,4004,2024
SYNDUALITY Noir Part 2,"Drama, Mecha, Sci-Fi",70.0,5442,2024
Shinigami Bocchan to Kuro Maid 3rd Season,"Comedy, Drama, Romance, Supernatural",80.0,14738,2024
Kengan Ashura Season 2 Part 2,"Action, Sports",78.0,6835,2024
"Tadaima, Okaeri","Drama, Romance, Slice of Life",74.0,11145,2024
Meitantei Conan: 100-man Dol no Michishirube,"Adventure, Mystery",77.0,3218,2024
BLEACH: Sennen Kessen-hen - Soukoku-tan,"Action, Adventure, Supernatural",87.0,64696,2024
RABBITS KINGDOM THE MOVIE,"Fantasy, Music",,629,2024
Kurayukaba,"Fantasy, Mystery",62.0,4498,2024
"One Room, Hi Atari Futsuu, Tenshi Tsuki.","Comedy, Romance, Slice of Life, Supernatural",68.0,21694,2024
T・P Bon,Sci-Fi,65.0,3393,2024
Goukon ni Ittara Onna ga Inakatta Hanashi,"Comedy, Romance",73.0,15582,2024
"Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou Sareru","Action, Adventure, Fantasy",59.0,24462,2024
Dragon Ball DAIMA,"Action, Adventure",76.0,36537,2024
Lv2 Kara Cheat datta Moto Yuusha Kouho no Mattari Isekai Life,"Adventure, Fantasy, Romance",68.0,57317,2024
Konomi ja Nai kedo: Mukatsuku Ane to Aishou Batsugun Ecchi,Hentai,66.0,1235,2024
Raise wa Tanin ga Ii,"Comedy, Drama, Romance",71.0,35528,2024
Karasu wa Aruji wo Erabanai,"Action, Drama, Fantasy, Supernatural",78.0,13739,2024
SiNiSistar,Hentai,46.0,620,2024
Shin Yaranai ka,Comedy,49.0,1378,2024
Fleur The Animation,Hentai,63.0,1042,2024
Vampire Dormitory,"Romance, Supernatural",59.0,13828,2024
Ore wa Subete wo [Parry] Suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai,"Action, Adventure, Fantasy",69.0,52079,2024
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,"Action, Adventure, Comedy, Fantasy, Romance",78.0,49946,2024
THE NEW GATE,"Action, Adventure, Fantasy",63.0,37725,2024
Na-Nare Hana-Nare,Sports,61.0,12883,2024
Houkago Shounen Hanako-kun 2,"Comedy, Slice of Life, Supernatural",70.0,11150,2024
"Modaete yo, Adam-kun",Hentai,65.0,4113,2024
GREAT PRETENDER: razbliuto,"Action, Drama, Thriller",69.0,15855,2024
Katsute Mahou Shoujo to Aku wa Tekitai Shite Ita.,"Comedy, Fantasy, Mahou Shoujo, Romance",75.0,26950,2024
Ao no Hako,"Romance, Slice of Life, Sports",80.0,71729,2024
Yami Shibai 12,"Horror, Supernatural",54.0,1447,2024
"Mitasarete Mezameru Asa ni, Jimi na Choushoku wo The Animation",Hentai,67.0,1405,2024
Ramen Aka Neko,"Comedy, Fantasy, Slice of Life",68.0,4591,2024
69: Itsuwari no Hohoe,Hentai,56.0,681,2024
Dandadan,"Action, Comedy, Drama, Romance, Sci-Fi, Supernatural",85.0,205500,2024
"Meitou ""Isekai no Yu"" Kaitaku-ki: AraFou Onsen Mania Tensei-saki wa, Nonbiri Onsen Tengoku Deshita","Ecchi, Fantasy",49.0,9779,2024
Kabushiki Gaisha Magi Lumiere,"Action, Comedy, Fantasy, Mahou Shoujo",69.0,12362,2024
Paripi Koumei: Road To Summer Sonia,"Comedy, Drama, Music, Supernatural",70.0,7874,2024
Wonderful Precure!,"Fantasy, Mahou Shoujo",76.0,3900,2024
Isekai Yururi Kikou: Kosodate Shinagara Boukensha Shimasu,"Adventure, Fantasy, Slice of Life",66.0,23053,2024
Hoshi Furu Oukoku no Nina,"Drama, Fantasy, Romance",71.0,15486,2024
Astro Note,"Comedy, Romance, Sci-Fi",64.0,10483,2024
Himitsu no AiPri,"Music, Slice of Life",64.0,1783,2024
Bocchi the Rock! Re:Re:,"Comedy, Music, Slice of Life",81.0,10169,2024
Fureru.,"Drama, Supernatural",,5584,2024
Rising Impact,"Comedy, Drama, Sports",77.0,5706,2024
Meiji Gekken: 1874,"Action, Drama, Mystery",60.0,4985,2024
Crayon Shin-chan: Ora-tachi no Kyouryuu Nikki,"Comedy, Ecchi, Slice of Life",,585,2024
trapezium,"Drama, Music",71.0,8347,2024
Kotowarenai Haha,Hentai,59.0,1004,2024
NocturnaL,Hentai,60.0,827,2024
Puniru wa Kawaii Slime,"Comedy, Fantasy, Romance, Slice of Life",68.0,4758,2024
Make Heroine ga Oosugiru!,"Comedy, Romance",81.0,75497,2024
Youkai Gakkou no Sensei Hajimemashita!,"Comedy, Supernatural",62.0,10455,2024
Kuramerukagari,Fantasy,60.0,4205,2024
Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,"Action, Adventure, Drama, Romance",78.0,14351,2024
MF Ghost 2nd Season,"Sci-Fi, Sports",76.0,11165,2024
Hyakushou Kizoku 2,"Comedy, Slice of Life",62.0,745,2024
SHY: Tokyo Dakkan-hen,"Action, Drama",67.0,9346,2024
Oshiri Tantei: Saraba Itoshiki Oshiri yo,"Comedy, Mystery",,138,2024
Shadowverse Flame: Arc-hen,Fantasy,61.0,899,2024
Kimi wa Meido-sama.,"Comedy, Romance, Slice of Life",69.0,37903,2024
Kamierabi GOD.app Season 2,"Action, Drama, Psychological, Supernatural",58.0,2590,2024
Yumemiru Otome,Hentai,56.0,609,2024
NIJIYON ANIMATION 2,"Comedy, Music, Slice of Life",69.0,2428,2024
Kamonohashi Ron no Kindan Suiri 2nd Season,"Drama, Mystery",75.0,15943,2024
Shinkalion: Change the World,"Action, Mecha, Sci-Fi",49.0,3063,2024
Ruins Seeker,"Fantasy, Hentai",48.0,562,2024
Ojisan de Umeru Ana The Animation,Hentai,59.0,961,2024
Mob kara Hajimaru Tansaku Eiyuutan,"Action, Fantasy",57.0,21196,2024
Uma Musume: Pretty Derby - Shin Jidai no Tobira,"Drama, Slice of Life, Sports",87.0,5419,2024
Shinobanai! Crypto Ninja Sakuya Ni no Maki,"Action, Comedy",,115,2024
Jongtama Kan!!,Comedy,54.0,1873,2024
Sore Ike! Anpanman: Baikinman to Ehon no Lulun,"Comedy, Fantasy",,134,2024
